3.670808296220097691e+05 6.507830637246808968e+06 -2.960866691168998699e+00
3.578262947930605733e+05 6.517353294152603485e+06 -1.480030827948037597e+01
3.456118911096833763e+05 6.534510772276310250e+06 -1.057647872198411143e+01
3.700217833455769578e+05 6.504510047852191143e+06 -6.282842665900942869e+00
3.599737422840954969e+05 6.518095722957627848e+06 -1.419370298029718924e+01
3.645114729281881009e+05 6.511749349995356984e+06 -9.606023165000021180e+00
3.469816459156280034e+05 6.533531258272711188e+06 -1.996322241760809391e+01
3.649409789322445868e+05 6.508563388385376893e+06 -1.739734119782683663e+01
3.631149941301186918e+05 6.516704722488854080e+06 -2.533773205474036949e+00
3.672900939408806153e+05 6.507278598809543997e+06 -4.920554566041215772e+00
3.474885946089730132e+05 6.530467141976785846e+06 -3.058683014759538565e+01
3.492765901932846173e+05 6.530013498177266680e+06 -2.235756429130098155e+01
3.617747646703339997e+05 6.520449452726879157e+06 -3.112710508259628917e+00
3.653270935142464587e+05 6.507769821268037893e+06 -1.956167744198834413e+01
3.677042731449474813e+05 6.500737208502614871e+06 -2.194149142266995156e+01
3.506638624847613391e+05 6.531486117757042870e+06 -7.371328588151549788e+00
3.584200963156822254e+05 6.507459024479073472e+06 -3.032443374366640398e+01
3.459198566559842438e+05 6.545943275156212971e+06 -9.201018458087814267e+00
3.581658782814395381e+05 6.528239131655995734e+06 -2.282152322861718652e+00
3.559930530808747862e+05 6.523168131016995758e+06 -1.241667431724020432e+01
3.527159313707447145e+05 6.535672667002337985e+06 -1.084965942707493092e+01
3.682586740533218835e+05 6.508943985800201073e+06 -1.825756172626567864e+00
3.596536699640103616e+05 6.514337008883271366e+06 -3.775533444621387513e+00
3.476017255518137245e+05 6.517427117427342571e+06 -3.678272854906401790e+01
3.469542379885624396e+05 6.538046021073783748e+06 -1.087928349223198232e+01
3.662203535830809851e+05 6.512874725627043284e+06 -4.350279922875590621e+00
3.506565553823910304e+05 6.538669574236412533e+06 -6.490654308381661686e+00
3.567441578987966641e+05 6.506637113170572557e+06 -3.199423102164742616e+01
3.497464347157474840e+05 6.549755072177649476e+06 -5.394411789240989208e+01
3.583001143893486587e+05 6.514057385276276618e+06 -2.860000000000680132e+01
3.735712165132251102e+05 6.497807734523119405e+06 -7.086414413371803001e+00
3.610100771324050729e+05 6.521685547844563611e+06 -5.018186147883509030e+00
3.661686506078538368e+05 6.505244477573281154e+06 -1.880475659658631216e+01
3.449101655342670856e+05 6.540306600371239707e+06 -6.374491416767023466e+00
3.684986815433823504e+05 6.502327016445307061e+06 -1.279416455261616115e+01
3.632050855913469568e+05 6.519726123935125768e+06 -1.784625889699513968e+00
3.642865927432879107e+05 6.504434839865870774e+06 -2.743228443310079712e+01
3.632064217368478421e+05 6.507068709116370417e+06 -2.374443626514471362e+01
3.473164999110764475e+05 6.534184569363340735e+06 -1.581886287412401515e+01
3.699043136584447930e+05 6.496337311428865418e+06 -2.268552259388039261e+01
3.508956436071934877e+05 6.510906015662549064e+06 -3.422195145041298048e+01
3.464296932468504529e+05 6.547756922811723314e+06 -6.608228502235948820e-01
3.608363673291871673e+05 6.514473664099279791e+06 -1.919804229486467051e+01
3.539429125241087168e+05 6.496984469769682735e+06 -3.956988541919712787e+01
3.460117311405709479e+05 6.498474677369967103e+06 -4.482847383145320208e+01
3.462546743163117790e+05 6.500350813512450084e+06 -4.389875597556550701e+01
3.526923697162025492e+05 6.534385969245939516e+06 -1.064173740857567374e+01
3.743894746340610436e+05 6.495108216566849500e+06 -1.794289312188448227e+00
3.624299589686318650e+05 6.520775248213515617e+06 -1.887273430923734452e+00
3.606721850936510018e+05 6.523980295695045032e+06 -5.715422820087630029e-01
3.618919559690473834e+05 6.511981775704877451e+06 -1.659777758930927050e+01
3.648512424879968166e+05 6.511047200476429425e+06 -8.579145667172184631e+00
3.682774412848564098e+05 6.506450365190528333e+06 -1.596542583195405030e+01
3.511101980831692345e+05 6.502963643053207546e+06 -4.452828856482706499e+01
3.689144233176400303e+05 6.508103813484605402e+06 -5.737879156698660665e+00
3.482597675583182718e+05 6.505116608662181534e+06 -4.401702540357123183e+01
3.458597328451914364e+05 6.543071113226737827e+06 -3.961042250038806944e+00
3.609737764470211696e+05 6.512643527127048001e+06 -1.039672067975717695e+01
3.647557437720720773e+05 6.508235558689786121e+06 -2.091530796299013417e+01
3.596059049580850406e+05 6.524053989849925041e+06 -2.941975672111241114e+00
3.603590577196895028e+05 6.525429162877602503e+06 -3.844518505203996517e-01
3.629545071321336436e+05 6.510443090631616302e+06 -2.031811493088342147e+01
3.727363309499521274e+05 6.496572790393345989e+06 -4.554574870419109800e+00
3.604598815592259052e+05 6.509931327000174671e+06 -2.870377421557011743e+01
3.483910538939348189e+05 6.531103897812796757e+06 -2.247451240476302203e+01
3.496548364222698146e+05 6.513843488238506950e+06 -3.562817394343864663e+01
3.454490659497355227e+05 6.495695042954928242e+06 -4.332474742643849197e+01
3.701042116729963454e+05 6.500172376851900481e+06 -1.910005955572776415e+01
3.653879090231080190e+05 6.503469465541521087e+06 -2.441210517079086983e+01
