X,Y
5.959517934668256,2.2716860803808743
9.548531007124808,2.6704653106538387
14.932050615809644,2.869854925790321
20.116180609357997,2.869854925790321
23.904583296951017,3.268634156063257
27.692985984544038,3.268634156063257
30.88321982672764,3.8668030014726753
30.28505098131822,5.661309537700959
27.294206754271087,6.060088767973923
23.505804066678067,6.458867998246859
20.315570224494465,7.655205689065724
19.119232533675614,9.449712225293979
23.505804066678067,9.050932995021043
27.49359636940757,9.449712225293979
32.47833674781944,8.85154337988456
36.266739435412475,9.649101840430461
41.25974088264263,10.679094191385985
47.86884911205959,11.214967831608988
55.19245552844055,11.214967831608988
62.8733110383035,12.286715112054978
61.62293921111652,13.89433603272397
65.00903184397151,13.690624245252607
68.88092884536574,13.522280897365889
72.9211691946467,13.690624245252607
75.44631941294728,14.19565428891272
69.55430223691258,15.374057724119666
66.69246532283857,15.710744419893075
61.47382153835069,16.047431115666484
67.19749536649869,17.225834550873415
73.42619923830681,17.05749120298671
78.8131863706814,17.225834550873415
84.36851685094268,17.39417789876012
89.98590955325406,18.67873266251287
95.70984297598362,18.979992316340727
100.83125709105745,18.528102835598915
106.555190513787,18.528102835598915
112.27912393651657,18.979992316340727
118.45395304814463,19.266841988440916
125.85916246708803,19.11571526560533
122.08099439619855,19.87134887978324
118.90733321665135,20.324729048289967
116.94268581978884,20.929235939632292
119.66296683082925,22.289376445152513
122.23212111903413,22.742756613659253
124.95240213007455,23.95177039634389
128.27719003245733,25.16078417902854
126.46366935843037,26.06754451604202
122.98775473321203,26.369797961713175
120.72085389067831,27.427685021562226
119.66296683082925,29.845712586931512
115.28029186859743,30.601346201109422
109.83972984651656,31.508106538122902
114.2224048087484,32.56599359797195
112.40888413472142,34.07726082632776
103.34128076458663,34.832894440505655
94.72705756295855,36.7975418373682
86.8684679755084,37.85542889721726
74.17382325731968,39.820076294079804
77.34748443686686,41.18021679960002
80.67227233924963,43.44711764213372
81.88128612193427,45.26063831616068
79.46325855656498,46.77190554451648
75.38283704000433,46.77190554451648
70.54678190926576,47.22528571302322
65.86185350136279,47.22528571302322
60.87467164778865,47.3764124358588
64.19945955017141,48.1320460500367
69.03551468090997,48.8876796642146
67.82650089822533,49.79444000122808
69.94227501792345,50.09669344689924
68.88438795807438,51.60796067525504
79.91663872507172,51.45683395241946
84.60156713297471,52.36359428943294
87.47297486685072,54.02598824062432
