real_name,k_kp,vk_kp,sy,ss,rch_woody_coeff,rch_nonwoody_coeff,evt_woody_multiplier,evt_nonwoody_multiplier,evt_woody_depth,evt_nonwoody_depth,river_cond
0,9.2976973966471199162,0.36667662885363844216,0.11786551857957203171,1.0000000000000000818e-05,0.015923509529486588876,0.057227227340278311041,0.46012158217855270159,1.2769272904398416557,3,2.0212044758173717263,530.21374106291557382
1,15.307617037263884896,0.046592556441733906647,0.1941348394141959588,0.00044029699461627726546,0.025055311584218815935,0.032271023024525016809,0.55827515840372832212,1.3288536167276128186,3,2.2196885100960122017,146.20768807787254673
base,7.9999999999999991118,0.10000000000000000555,0.10000000000000000555,0.00010000000000000000479,0.010000000000000000208,0.05999999999999999778,0.5999999999999999778,1.3000000000000000444,5,2,300
