Gamma,Depth
29.780838692077467,585.3530763671945
26.861927715987875,585.5067032606729
24.557524313811868,585.9675839411082
24.25027052685506,587.6574797693705
15.800791385543079,589.9618831715464
22.406747805114293,590.2691369585033
28.398196650771894,591.8054058932873
28.55182354425031,593.0344210411145
33.00700345512391,593.8025555085064
37.1549295790407,594.7243168693769
51.74948445948871,595.6460782302473
54.82202232905675,597.3359740585097
70.03108478341835,597.3359740585097
82.62849004864717,598.2577354193802
81.39947490081997,599.333123673729
88.1590582138696,599.7940043541641
77.86605635081676,601.1766463954698
74.33263780081356,600.869392608513
74.79351848124878,602.405661543297
42.37824395730631,602.8665422237322
47.908812122528744,604.0955573715594
47.60155833557194,605.7854531998217
48.676946589920746,607.4753490280841
52.05673824644553,607.1680952411273
55.743783689927156,607.6289759215625
57.28005262471116,609.0116179628682
62.810620789933566,609.1652448563465
65.57590487254477,610.2406331106953
60.50621738775759,610.7015137911305
55.43652990297038,612.2377827259145
50.21321552470479,612.5450365128713
45.60440872035278,613.1595440867849
51.13497688557521,614.6958130215689
62.19611321602005,614.2349323411337
96.30128356822496,615.0030668085257
135.01526072478185,616.3857088498313
172.03934205307633,617.0002164237449
206.45176619223798,618.2292315715721
207.37352755310837,619.7655005063561
213.5186032922444,620.072754293313
216.89839494876918,621.3017694411401
215.2084991205068,622.8380383759242
208.44891580745715,623.2989190563593
178.3380446856907,623.913426630273
176.80671178644184,625.009264174696
172.52490291118735,625.4680294113305
172.52490291118735,627.1501686123233
162.12622421414068,626.9972468667785
132.30648383290395,627.9147773400474
102.79258694275678,628.6793860677715
84.59489922292518,629.7498382865851
81.68938605757391,630.5144470143091
69.30272466844482,631.2790557420332
58.751124225853374,631.8907427242125
42.08265396146979,632.1965862153021
30.15475780897509,632.3495079608468
29.695992572340685,634.1845689073845
31.072288282243903,635.1020993806533
33.671957956505565,636.3254733450117
36.883314612946464,636.7842385816462
46.670306327813904,636.9371603271909
49.269976002075566,636.7842385816462
52.940097895150814,637.3959255638254
57.833593752584534,638.0076125460047
58.29235898921894,639.6897517469976
56.304376297136486,639.8426734925423
52.940097895150785,641.8306561846248
65.17383753873511,641.6777344390799
73.89037703478894,641.5248126935352
101.56921297839841,642.2894214212592
138.57627540024086,643.3598736400728
173.28951163891128,643.9715606222521
190.4167471399293,644.5832476044314
199.7449736181623,644.889091095521
204.63846947559603,645.1949345866107
205.70892169440964,646.2653868054242
199.8978953637071,646.8770737876034
191.1813558676533,647.1829172786931
180.32391193397225,647.7946042608723
174.81872909435933,647.9475260064171
172.37198116564247,648.100447751962
128.9422054309183,648.7121347341412
105.39225661701856,649.4767434618652
95.91110839324072,649.4767434618652
94.5348126833375,650.7001174262236
98.6636998130472,651.1588826628581
103.71011741602572,651.1588826628581
107.83900454573543,651.4647261539477
111.50912643881071,652.5351783727613
111.2032829477211,654.2173175737541
104.78056963483937,654.6760828103885
96.67571712096478,654.9819263014781
94.22896919224792,654.8290045559334
58.904045971398304,656.2053002658366
70.22025514171376,657.428674230195
78.93679463776756,658.0403612123743
83.67736874965648,658.1932829579191
93.15851697343429,658.6520481945536
88.1120993704558,660.6400308866359
91.17053428135186,661.0987961232704
89.33547333481421,662.6280135787184
93.61728221006872,663.0867788153529
107.53316105464584,663.0867788153529
108.29776978236985,664.7689180163457
112.42665691207957,664.463074525256
128.7892836853735,665.0747615074354
133.37693605171762,666.1452137262489
137.19997969033773,666.7569007084281
139.64672761905456,667.8273529272418
137.35290143588253,670.2741008559587
129.2480489220079,670.5799443470484
123.74286608239503,670.5799443470484
104.47472614374978,671.6503965658619
73.58453354369946,673.3325357668548
52.78717614960618,675.6263619500269
38.259610322849824,676.3909706777508
35.65994064858819,676.5438924232957
31.836897009968098,677.4614228965645
36.271627630767384,678.531875115378
34.58948842977456,679.9081708252813
35.81286239413298,681.5903100262742
34.895331920864166,683.5782927183566
37.49500159512583,684.3429014460806
41.623888724835524,685.2604319193495
45.905697600090036,686.3308841381631
56.45729804268149,687.2484146114319
66.5501332486385,686.7896493747976
69.9144116506242,689.542240794604
75.2666727446923,688.4717885757905
81.53646431202927,689.0834755579697
83.52444700411169,690.0010060312385
82.75983827638768,691.988988723321
79.70140336549161,693.0594409421346
73.12576830706504,694.2828149064931
68.53811594072096,695.2003453797619
65.63260277536969,695.0474236342171
48.96413251098609,695.200345379762
39.33006254166348,695.8120323619412
36.577471121857016,696.72956283521
33.213192719871316,696.4237193441204
31.9898187555129,698.7175455272924
29.69599257234084,699.023389018382
22.81451402282468,699.1763107639268
16.697644201032546,699.787997746106
24.955418460451938,700.7055282193749
24.037887987183126,702.0818239292781
26.79047940698959,702.6935109114573
25.87294893372075,703.9168848758158
28.625540353527214,705.4461023312638
7.981104704978748,706.6694762956222
22.967435768369484,707.7399285144359
28.625540353527214,709.5749894609735
33.21319271987133,710.1866764431527
37.495001595125814,711.562972153056
48.811210765441274,712.0217373896903
56.304376297136656,712.3275808807799
78.47802940113317,713.3980330995936
93.3114387189791,713.092189608504
113.9558743675276,714.1626418273177
138.27043190915134,714.9272505550417
155.55058915571416,715.9977027738554
161.82038072305107,717.2210767382138
149.8924845705564,717.5269202293034
132.6123273239936,717.9856854659379
119.76690069823012,719.2090594302963
139.03504063687535,720.2795116491098
143.77561474876427,720.1265899035651
155.39766741016936,721.044120376834
163.04375468740955,721.6558073590132
170.07815498247052,721.9616508501028
172.06613767455295,723.4908683055509
173.1365898933666,724.5613205243644
174.0541203666354,726.7022249619918
165.9492678527608,727.1609901986261
146.83404965966034,727.9255989263502
108.45069152791461,728.3843641629846
81.99522954866359,729.4548163817982
68.84395943181048,730.2194251095223
72.36115957934095,730.6781903461567
68.99688117735528,732.3603295471496
70.98486386943773,733.1249382748736
51.41088043970285,733.4307817659632
36.2716276307673,734.0424687481425
48.19952378326197,735.2658427125009
46.364462836724314,736.9479819134937
50.79919345752363,737.8655123867625
30.61352304560957,739.0888863511209
8.134026450523436,740.1593385699346
17.30933118321167,741.8414777709274
31.07228828224399,742.4531647531068
43.764793162462695,742.9119299897411
50.187506475344435,743.9823822085548
42.38849745255945,743.82946046301
45.294010617910715,745.6645214095477
32.1427405010576,746.7349736283612
48.65828901989639,747.9583475927196
38.41253206839457,748.8758780659884
26.025870679265466,749.6404867937125
11.80414834359874,750.2521737758917
25.720027188175862,752.5459999590638
34.74241017531929,752.2401564679742
51.105036948613304,753.3106086867879
64.10338531992159,753.6164521778775
69.30272466844494,754.8398261422359
55.69268931495742,754.9927478877808
64.10338531992161,755.60443486996
48.35244552880684,756.9807305798632
64.25630706546642,756.9807305798632
59.209889462487894,758.6628697808561
73.73745528924425,758.5099480353113
80.00724685658119,758.3570262897665
99.42830854077127,758.815791526401
123.58994433685025,759.7333219996699
155.5505891557142,759.8862437452146
188.5816861933918,760.9566959640283
211.82579151620195,761.5683829462076
223.60076592315184,761.8742264372972
229.25887050830957,761.7213046917525
232.47022716475044,762.791756910566
226.6592008340479,763.2505221472005
230.94100970930242,764.7797396026485
216.2605221370013,765.6972700759173
199.8978953637073,766.4618788036413
213.96669595382923,767.9910962590894
224.51829639642068,767.6852527679998
236.14034905782577,767.5323310224551
238.74001873208744,767.9910962590894
238.28125349545303,770.8966094244407
233.2348358924745,772.1199833887991
227.42380956177195,772.4258268798887
219.47187879344213,772.8845921165232
226.9892851551092,774.0978096402337
234.10155149513847,774.5616530971921
237.81229915080593,774.8708820684977
238.27614260776434,776.4170269250259
238.27614260776434,778.8908586954708
216.0116566737597,779.0454731811236
180.60493945926615,779.3547021524294
161.43274323831773,779.9731600950405
163.90657500876273,781.210075980263
155.86662175481658,781.8285339228743
165.60733435094363,783.2200642937496
157.41276661134472,784.3023656933192
