Year,Month,Total Rainfall (mm),Date,Month Type,Year Type,Class
1985,7,72.76666667,1/07/1985,Wet,Dry,1985_Wet
1985,8,53.46666667,1/08/1985,Wet,Dry,1985_Wet
1985,9,32.9,1/09/1985,Dry,Dry,1985_Dry
1985,10,9.3,1/10/1985,Dry,Dry,1985_Dry
1985,11,7.2,1/11/1985,Dry,Dry,1985_Dry
1985,12,10.93333333,1/12/1985,Dry,Dry,1985_Dry
1986,1,13.36666667,1/01/1986,Dry,Dry,1985_Dry
1986,2,43.3,1/02/1986,Wet,Dry,1985_Dry
1986,3,4.533333333,1/03/1986,Dry,Dry,1985_Dry
1986,4,5.266666667,1/04/1986,Dry,Dry,1985_Dry
1986,5,97.46666667,1/05/1986,Wet,Dry,1986_Wet
1986,6,129.8333333,1/06/1986,Wet,Dry,1986_Wet
1986,7,106.3,1/07/1986,Wet,Dry,1986_Wet
1986,8,49.33333333,1/08/1986,Wet,Dry,1986_Wet
1986,9,15.46666667,1/09/1986,Dry,Dry,1986_Dry
1986,10,19.73333333,1/10/1986,Dry,Dry,1986_Dry
1986,11,1.266666667,1/11/1986,Dry,Dry,1986_Dry
1986,12,0.666666667,1/12/1986,Dry,Dry,1986_Dry
1987,1,0,1/01/1987,Dry,Dry,1986_Dry
1987,2,3.133333333,1/02/1987,Dry,Dry,1986_Dry
