cell_ID,slope,slope_Factor
2221,0.007114,0.940208
2222,0.021801,0.816760
2223,0.006184,0.948026
2224,0.012357,0.896137
2225,0.035048,0.705422
2226,0.006564,0.944833
2227,0.004748,0.960097
2228,0.007058,0.940680
2229,0.013402,0.887353
2230,0.007086,0.940438
2231,0.005766,0.951534
2232,0.022479,0.811067
2233,0.012579,0.894277
2234,0.017685,0.851360
2235,0.039561,0.667488
2236,0.015794,0.867252
2237,0.018365,0.845641
2238,0.026052,0.781033
2239,0.021422,0.819950
2240,0.024619,0.793075
2241,0.015869,0.866618
2242,0.023057,0.806203
2243,0.012114,0.898180
2244,0.017924,0.849350
2245,0.021509,0.819217
2246,0.039635,0.666865
2247,0.023575,0.801855
2248,0.026273,0.779177
2249,0.011462,0.903662
2250,0.022917,0.807384
2251,0.019864,0.833040
2252,0.016036,0.865216
2253,0.016222,0.863652
2254,0.029155,0.754952
2255,0.011681,0.901818
2256,0.016735,0.859341
2257,0.033156,0.721326
2258,0.027643,0.767661
2259,0.013150,0.889474
2260,0.008164,0.931383
2261,0.002914,0.975512
2262,0.013484,0.886664
2263,0.001770,0.985121
2264,0.005496,0.953803
2265,0.017571,0.852313
2266,0.008744,0.926509
2267,0.013601,0.885684
2268,0.009827,0.917404
2269,0.026926,0.773688
2270,0.032395,0.727720
2271,0.020163,0.830527
2272,0.010062,0.915427
2273,0.011589,0.902595
2274,0.008776,0.926242
2275,0.021415,0.820006
2276,0.033255,0.720492
2277,0.024218,0.796451
2278,0.022072,0.814489
2279,0.016423,0.861964
2280,0.007656,0.935654
2281,0.001498,0.987411
2282,0.013344,0.887847
2283,0.015670,0.868292
2284,0.007877,0.933794
2285,0.009643,0.918953
2286,0.002960,0.975125
2287,0.010216,0.914134
2288,0.011680,0.901828
2289,0.017406,0.853706
2290,0.012151,0.897868
2291,0.032470,0.727088
2292,0.008481,0.928718
2293,0.015850,0.866777
2294,0.022043,0.814725
2295,0.012336,0.896314
2296,0.015722,0.867853
2297,0.011938,0.899658
2298,0.013567,0.885966
2299,0.021305,0.820930
2300,0.029323,0.753542
2301,0.002852,0.976029
2302,0.027628,0.767784
2303,0.003247,0.972706
2304,0.016108,0.864615
2305,0.022960,0.807021
2306,0.032128,0.729968
2307,0.013109,0.889819
2308,0.014243,0.880286
2309,0.010494,0.911801
2310,0.014407,0.878906
2311,0.028945,0.756721
2312,0.005097,0.957157
2313,0.029536,0.751747
2314,0.017895,0.849594
2315,0.010626,0.910685
2316,0.002475,0.979198
2317,0.015525,0.869516
2318,0.004922,0.958627
2319,0.021281,0.821136
2320,0.014411,0.878871
2321,0.009961,0.916282
2322,0.020205,0.830181
2323,0.008997,0.924377
2324,0.018689,0.842920
2325,0.026587,0.776535
2326,0.028579,0.759795
2327,0.022673,0.809437
2328,0.040186,0.662240
2329,0.040106,0.662907
2330,0.010425,0.912380
2331,0.031964,0.731346
2332,0.029695,0.750414
2333,0.017007,0.857057
2334,0.009722,0.918289
2335,0.017227,0.855209
2336,0.009137,0.923206
2337,0.024417,0.794776
2338,0.012352,0.896179
2339,0.025132,0.788761
2340,0.017154,0.855821
2341,0.030829,0.740879
2342,0.033150,0.721375
2343,0.024135,0.797144
2344,0.033417,0.719127
2345,0.024263,0.796071
2346,0.012763,0.892725
2347,0.024129,0.797195
2348,0.029984,0.747986
2349,0.021426,0.819914
2350,0.031518,0.735088
2351,0.015584,0.869020
2352,0.009152,0.923078
2353,0.004529,0.961935
2354,0.014058,0.881845
2355,0.014351,0.879377
2356,0.023641,0.801301
2357,0.012915,0.891453
2358,0.020593,0.826919
2359,0.006013,0.949458
2360,0.035738,0.699623
2361,0.024475,0.794292
2362,0.018271,0.846431
2363,0.011614,0.902385
2364,0.015558,0.869238
2365,0.012250,0.897042
2366,0.025486,0.785791
2367,0.020181,0.830383
2368,0.025254,0.787743
2369,0.018583,0.843806
2370,0.012959,0.891081
2371,0.001127,0.990531
2372,0.013488,0.886636
2373,0.001896,0.984065
2374,0.006222,0.947700
2375,0.001486,0.987514
2376,0.025563,0.785147
2377,0.014389,0.879063
2378,0.018028,0.848477
2379,0.016035,0.865223
2380,0.034331,0.711450
2381,0.006730,0.943433
2382,0.028709,0.758697
2383,0.020330,0.829126
2384,0.031074,0.738819
2385,0.017891,0.849627
2386,0.007685,0.935405
2387,0.017848,0.849984
2388,0.016694,0.859688
2389,0.020807,0.825119
2390,0.015881,0.866520
2391,0.017526,0.852694
2392,0.014916,0.874631
2393,0.022592,0.810118
2394,0.010692,0.910134
2395,0.016131,0.864421
2396,0.030161,0.746497
2397,0.009032,0.924089
2398,0.014446,0.878581
2399,0.010015,0.915821
2400,0.007444,0.937433
2401,0.011406,0.904135
2402,0.022129,0.814005
2403,0.007966,0.933049
2404,0.019887,0.832851
2405,0.000805,0.993233
2406,0.004335,0.963564
2407,0.005837,0.950940
2408,0.003545,0.970203
2409,0.010219,0.914108
2410,0.010046,0.915562
2411,0.003814,0.967946
2412,0.005319,0.955294
2413,0.008295,0.930283
2414,0.001002,0.991580
2415,0.003482,0.970730
2416,0.001902,0.984014
2417,0.008114,0.931799
2418,0.008225,0.930871
2419,0.018907,0.841086
2420,0.002854,0.976010
2421,0.011867,0.900258
2422,0.006720,0.943519
2423,0.019700,0.834423
2424,0.016919,0.857792
2425,0.015847,0.866806
2426,0.002698,0.977320
2427,0.026437,0.777794
2428,0.024705,0.792357
2429,0.005737,0.951783
2430,0.008493,0.928620
2431,0.032482,0.726987
2432,0.018123,0.847676
2433,0.026112,0.780524
2434,0.011246,0.905477
2435,0.026380,0.778275
2436,0.017695,0.851274
2437,0.017635,0.851781
2438,0.020362,0.828856
2439,0.018604,0.843637
2440,0.036527,0.692992
2441,0.008131,0.931657
2442,0.008075,0.932131
2443,0.006451,0.945778
2444,0.006862,0.942329
2445,0.007940,0.933263
2446,0.010820,0.909058
2447,0.018957,0.840668
2448,0.018472,0.844741
2449,0.001668,0.985981
2450,0.001832,0.984599
2451,0.012530,0.894687
2452,0.002999,0.974794
2453,0.011253,0.905422
2454,0.009267,0.922112
2455,0.020970,0.823747
2456,0.004233,0.964426
2457,0.013566,0.885979
2458,0.002414,0.979710
2459,0.024084,0.797575
2460,0.016060,0.865017
2461,0.020408,0.828473
2462,0.004495,0.962222
2463,0.008114,0.931801
2464,0.023567,0.801921
2465,0.007453,0.937358
2466,0.020851,0.824745
2467,0.006181,0.948046
2468,0.005879,0.950588
2469,0.009864,0.917093
2470,0.013866,0.883459
2471,0.007916,0.933462
2472,0.005571,0.953175
2473,0.014365,0.879261
2474,0.019640,0.834924
2475,0.006916,0.941875
2476,0.002263,0.980978
2477,0.025394,0.786562
2478,0.004881,0.958979
2479,0.009837,0.917319
2480,0.015876,0.866558
2481,0.026372,0.778343
2482,0.018227,0.846805
2483,0.014612,0.877189
2484,0.020532,0.827426
2485,0.005563,0.953246
2486,0.013445,0.886994
2487,0.010964,0.907844
2488,0.006355,0.946589
2489,0.005535,0.953477
2490,0.005359,0.954955
2491,0.005470,0.954024
2492,0.009972,0.916186
2493,0.025209,0.788119
2494,0.013712,0.884749
2495,0.026639,0.776096
2496,0.015522,0.869533
2497,0.018288,0.846287
2498,0.012740,0.892918
2499,0.011333,0.904747
2500,0.011236,0.905562
2501,0.003279,0.972440
2502,0.001961,0.983518
2503,0.006585,0.944652
2504,0.011167,0.906140
2505,0.027945,0.765119
2506,0.027965,0.764956
2507,0.029084,0.755548
2508,0.038189,0.679023
2509,0.003602,0.969722
2510,0.004779,0.959832
2511,0.026272,0.779187
2512,0.030117,0.746870
2513,0.023456,0.802851
2514,0.025242,0.787843
2515,0.022706,0.809157
2516,0.006272,0.947280
2517,0.015461,0.870052
2518,0.018363,0.845656
2519,0.013683,0.884997
2520,0.017571,0.852315
2521,0.013535,0.886242
2522,0.012438,0.895455
2523,0.024835,0.791264
2524,0.024864,0.791014
2525,0.016421,0.861982
2526,0.024051,0.797849
2527,0.025211,0.788103
2528,0.028742,0.758423
2529,0.021984,0.815223
2530,0.031255,0.737304
2531,0.024686,0.792515
2532,0.014108,0.881426
2533,0.023973,0.798508
2534,0.027351,0.770113
2535,0.021453,0.819686
2536,0.023650,0.801224
2537,0.004362,0.963339
2538,0.015082,0.873233
2539,0.000000,1.000000
2540,0.008684,0.927014
2541,0.033000,0.722631
2542,0.005314,0.955340
2543,0.003622,0.969555
2544,0.009330,0.921581
2545,0.007820,0.934270
2546,0.009571,0.919555
2547,0.005908,0.950345
2548,0.011664,0.901967
2549,0.022988,0.806783
2550,0.006457,0.945730
2551,0.009180,0.922843
2552,0.016078,0.864867
2553,0.020127,0.830833
2554,0.018945,0.840771
2555,0.013022,0.890551
2556,0.020391,0.828617
2557,0.022281,0.812724
2558,0.022566,0.810329
2559,0.004927,0.958585
2560,0.003066,0.974230
2561,0.029417,0.752748
2562,0.025722,0.783806
2563,0.013897,0.883198
2564,0.029617,0.751069
2565,0.005279,0.955626
2566,0.007910,0.933520
2567,0.017498,0.852931
2568,0.008746,0.926488
2569,0.012403,0.895754
2570,0.005903,0.950386
2571,0.022994,0.806738
2572,0.003430,0.971170
2573,0.020400,0.828534
2574,0.025144,0.788662
2575,0.017950,0.849134
2576,0.016438,0.861841
2577,0.028586,0.759736
2578,0.014851,0.875178
2579,0.023752,0.800364
2580,0.026579,0.776600
2581,0.018948,0.840738
2582,0.015740,0.867702
2583,0.008509,0.928479
2584,0.008539,0.928227
2585,0.005458,0.954124
2586,0.004211,0.964609
2587,0.018188,0.847133
2588,0.011272,0.905257
2589,0.008717,0.926730
2590,0.012494,0.894988
2591,0.000948,0.992036
2592,0.004141,0.965195
2593,0.002514,0.978870
2594,0.011347,0.904630
2595,0.006249,0.947481
2596,0.004727,0.960270
2597,0.002338,0.980352
2598,0.003731,0.968640
2599,0.013723,0.884660
2600,0.007011,0.941076
2601,0.002573,0.978373
2602,0.006449,0.945795
2603,0.006663,0.944000
2604,0.009274,0.922050
2605,0.016166,0.864122
2606,0.011111,0.906615
2607,0.009625,0.919100
2608,0.008558,0.928070
2609,0.026092,0.780698
2610,0.005570,0.953182
2611,0.012132,0.898033
2612,0.029505,0.752014
2613,0.005190,0.956374
2614,0.005931,0.950149
2615,0.009634,0.919028
2616,0.002869,0.975889
2617,0.028246,0.762589
2618,0.011918,0.899832
2619,0.030792,0.741192
2620,0.030699,0.741975
2621,0.018442,0.844996
2622,0.018492,0.844577
2623,0.007466,0.937252
2624,0.005420,0.954446
2625,0.014150,0.881070
2626,0.020240,0.829882
2627,0.003639,0.969416
2628,0.002965,0.975081
2629,0.007360,0.938137
2630,0.005674,0.952310
2631,0.011651,0.902076
2632,0.007288,0.938742
2633,0.007002,0.941150
2634,0.003622,0.969556
2635,0.006920,0.941836
2636,0.004480,0.962342
2637,0.038595,0.675610
2638,0.008658,0.927232
2639,0.005455,0.954154
2640,0.024172,0.796833
2641,0.019876,0.832940
2642,0.003444,0.971055
2643,0.011613,0.902389
2644,0.006555,0.944905
2645,0.006272,0.947282
2646,0.006443,0.945844
2647,0.000000,1.000000
2648,0.004541,0.961831
2649,0.004221,0.964520
2650,0.010122,0.914922
2651,0.003912,0.967117
2652,0.010496,0.911784
2653,0.006545,0.944985
2654,0.006678,0.943868
2655,0.017088,0.856377
2656,0.016692,0.859704
2657,0.010584,0.911043
2658,0.011196,0.905897
2659,0.030446,0.744100
2660,0.010022,0.915767
2661,0.013449,0.886965
2662,0.018867,0.841419
2663,0.016225,0.863627
2664,0.016366,0.862444
2665,0.015597,0.868910
2666,0.009543,0.919789
2667,0.013063,0.890203
2668,0.007528,0.936727
2669,0.009305,0.921788
2670,0.018725,0.842613
2671,0.016163,0.864150
2672,0.016337,0.862688
2673,0.011585,0.902628
2674,0.014510,0.878040
2675,0.015279,0.871582
2676,0.008340,0.929901
2677,0.002267,0.980947
2678,0.021948,0.815526
2679,0.009493,0.920214
2680,0.008358,0.929752
2681,0.013621,0.885515
2682,0.019751,0.833995
2683,0.014797,0.875635
2684,0.010740,0.909726
2685,0.018189,0.847120
2686,0.014193,0.880711
2687,0.018315,0.846065
2688,0.022161,0.813737
2689,0.015197,0.872269
2690,0.045529,0.617327
2691,0.030552,0.743209
2692,0.034307,0.711648
2693,0.007253,0.939035
2694,0.002762,0.976783
2695,0.027573,0.768252
2696,0.012544,0.894569
2697,0.020684,0.826148
2698,0.048513,0.592249
2699,0.019501,0.836092
2700,0.015920,0.866192
2701,0.000000,1.000000
2702,0.026981,0.773228
2703,0.013246,0.888669
2704,0.017487,0.853024
2705,0.015560,0.869217
2706,0.028177,0.763172
2707,0.009836,0.917324
2708,0.004459,0.962519
2709,0.007466,0.937248
2710,0.011663,0.901971
2711,0.011738,0.901340
2712,0.013041,0.890391
2713,0.010297,0.913453
2714,0.015229,0.872003
2715,0.010022,0.915767
2716,0.005874,0.950625
2717,0.017493,0.852973
2718,0.030620,0.742643
2719,0.048513,0.592249
2720,0.006786,0.942962
2721,0.028243,0.762620
2722,0.021977,0.815286
2723,0.007189,0.939576
2724,0.014961,0.874255
2725,0.004120,0.965371
2726,0.005441,0.954266
2727,0.001783,0.985010
2728,0.004116,0.965409
2729,0.024547,0.793682
2730,0.014920,0.874601
2731,0.002355,0.980208
2732,0.004727,0.960268
2733,0.011935,0.899684
2734,0.008143,0.931561
2735,0.032733,0.724880
2736,0.016634,0.860193
2737,0.021358,0.820488
2738,0.016089,0.864774
2739,0.029146,0.755031
2740,0.024795,0.791598
2741,0.027251,0.770952
2742,0.022920,0.807358
2743,0.012740,0.892917
2744,0.003012,0.974685
2745,0.018146,0.847487
2746,0.017516,0.852781
2747,0.003457,0.970943
2748,0.002734,0.977022
2749,0.005981,0.949728
2750,0.003637,0.969428
2751,0.004239,0.964370
2752,0.011162,0.906182
2753,0.005214,0.956177
2754,0.000000,1.000000
2755,0.000639,0.994626
2756,0.001353,0.988624
2757,0.002617,0.978002
2758,0.008457,0.928917
2759,0.011457,0.903702
2760,0.010753,0.909622
2761,0.011102,0.906691
2762,0.000000,1.000000
2763,0.003387,0.971535
2764,0.009131,0.923251
2765,0.009961,0.916281
2766,0.008230,0.930827
2767,0.010743,0.909701
2768,0.012387,0.895887
2769,0.013008,0.890669
2770,0.013394,0.887425
2771,0.006192,0.947957
2772,0.018850,0.841562
2773,0.000000,1.000000
2774,0.010601,0.910902
2775,0.010564,0.911212
2776,0.013589,0.885783
2777,0.013038,0.890413
2778,0.028694,0.758823
2779,0.015125,0.872872
2780,0.023474,0.802698
2781,0.019283,0.837924
2782,0.009811,0.917537
2783,0.000000,1.000000
2784,0.007941,0.933252
2785,0.004021,0.966204
2786,0.003784,0.968191
2787,0.006167,0.948163
2788,0.006143,0.948367
2789,0.013304,0.888183
2790,0.012592,0.894163
2791,0.009715,0.918347
2792,0.012247,0.897065
2793,0.007420,0.937638
2794,0.008847,0.925639
2795,0.003304,0.972231
2796,0.006135,0.948435
2797,0.005103,0.957113
2798,0.003546,0.970200
2799,0.012366,0.896065
2800,0.024064,0.797741
2801,0.013544,0.886166
2802,0.008500,0.928556
2803,0.013858,0.883524
2804,0.001496,0.987422
2805,0.010307,0.913370
2806,0.011037,0.907235
2807,0.004213,0.964587
2808,0.022101,0.814239
2809,0.015821,0.867022
2810,0.022127,0.814024
2811,0.006559,0.944871
2812,0.003915,0.967095
2813,0.011088,0.906807
2814,0.017870,0.849801
2815,0.003720,0.968735
2816,0.013947,0.882775
2817,0.003279,0.972440
2818,0.007257,0.939001
2819,0.010746,0.909681
2820,0.004266,0.964148
2821,0.024956,0.790246
2822,0.043216,0.636767
2823,0.023217,0.804859
2824,0.004229,0.964454
2825,0.023487,0.802593
2826,0.014328,0.879576
2827,0.011491,0.903416
2828,0.032408,0.727610
2829,0.018658,0.843178
2830,0.021757,0.817132
2831,0.031658,0.733911
2832,0.029587,0.751317
2833,0.022697,0.809232
2834,0.024000,0.798278
2835,0.038178,0.679117
2836,0.043216,0.636767
2837,0.006520,0.945201
2838,0.007751,0.934855
2839,0.004812,0.959553
2840,0.008469,0.928822
2841,0.011875,0.900190
2842,0.006393,0.946271
2843,0.010639,0.910583
2844,0.019147,0.839073
2845,0.010787,0.909333
2846,0.032408,0.727610
2847,0.032483,0.726982
2848,0.007842,0.934091
2849,0.021265,0.821264
2850,0.008008,0.932691
2851,0.023527,0.802255
2852,0.009202,0.922657
2853,0.010843,0.908862
2854,0.003012,0.974685
2855,0.053065,0.553991
2856,0.004509,0.962099
2857,0.000000,1.000000
2858,0.000564,0.995259
2859,0.012984,0.890874
2860,0.029583,0.751354
2861,0.027802,0.766321
2862,0.028375,0.761504
2863,0.011825,0.900610
2864,0.014192,0.880715
2865,0.001568,0.986824
2866,0.000000,1.000000
2867,0.001283,0.989218
2868,0.004039,0.966052
2869,0.008591,0.927790
2870,0.012592,0.894163
2871,0.008947,0.924798
2872,0.004398,0.963031
2873,0.004018,0.966229
2874,0.004888,0.958916
2875,0.003552,0.970149
2876,0.006893,0.942066
2877,0.008759,0.926380
2878,0.000000,1.000000
2879,0.003536,0.970278
2880,0.011699,0.901669
2881,0.005657,0.952456
2882,0.023439,0.802995
2883,0.015390,0.870644
2884,0.024941,0.790370
2885,0.015336,0.871103
2886,0.020461,0.828025
2887,0.004303,0.963832
2888,0.001283,0.989218
2889,0.012188,0.897558
2890,0.003598,0.969758
2891,0.025244,0.787825
2892,0.000237,0.998006
2893,0.006823,0.942650
2894,0.016469,0.861580
2895,0.009658,0.918828
2896,0.009532,0.919885
2897,0.008275,0.930450
2898,0.007916,0.933462
2899,0.006478,0.945551
2900,0.010270,0.913685
2901,0.001114,0.990634
2902,0.026494,0.777316
2903,0.015523,0.869533
2904,0.006961,0.941490
2905,0.017679,0.851406
2906,0.014208,0.880578
2907,0.017719,0.851075
2908,0.007332,0.938377
2909,0.026554,0.776811
2910,0.020717,0.825873
2911,0.014209,0.880572
2912,0.027363,0.770015
2913,0.017438,0.853430
2914,0.009044,0.923982
2915,0.030073,0.747233
2916,0.028351,0.761707
2917,0.011623,0.902311
2918,0.020677,0.826213
2919,0.007891,0.933678
2920,0.027934,0.765217
2921,0.000000,1.000000
2922,0.018049,0.848302
2923,0.008445,0.929023
2924,0.005778,0.951440
2925,0.024024,0.798078
2926,0.001838,0.984553
2927,0.007459,0.937306
2928,0.003594,0.969789
2929,0.046401,0.609998
2930,0.015879,0.866536
2931,0.003336,0.971959
2932,0.015002,0.873908
2933,0.013831,0.883747
2934,0.014190,0.880732
2935,0.002991,0.974857
2936,0.014368,0.879236
2937,0.002051,0.982758
2938,0.001816,0.984739
2939,0.011767,0.901095
2940,0.000769,0.993535
2941,0.005300,0.955457
2942,0.003549,0.970173
2943,0.013396,0.887409
2944,0.004133,0.965262
2945,0.020188,0.830316
2946,0.020195,0.830263
2947,0.000000,1.000000
2948,0.013555,0.886074
2949,0.008759,0.926381
2950,0.003022,0.974599
2951,0.015898,0.866376
2952,0.002340,0.980336
2953,0.002048,0.982790
2954,0.006325,0.946842
2955,0.023414,0.803207
2956,0.017310,0.854513
2957,0.009049,0.923944
2958,0.030439,0.744159
2959,0.013105,0.889852
2960,0.006452,0.945773
2961,0.037229,0.687094
2962,0.017709,0.851159
2963,0.012512,0.894839
2964,0.008826,0.925818
2965,0.023077,0.806038
2966,0.022697,0.809232
2967,0.000000,1.000000
2968,0.028793,0.757998
2969,0.007255,0.939022
2970,0.024826,0.791339
2971,0.006674,0.943901
2972,0.003719,0.968744
2973,0.001463,0.987704
2974,0.004264,0.964162
2975,0.009453,0.920551
2976,0.017537,0.852599
2977,0.001380,0.988398
2978,0.002630,0.977893
2979,0.001344,0.988701
2980,0.004223,0.964507
2981,0.001652,0.986111
2982,0.007585,0.936252
2983,0.000000,1.000000
2984,0.016497,0.861342
2985,0.001353,0.988628
2986,0.007687,0.935387
2987,0.006740,0.943349
2988,0.009008,0.924288
2989,0.012360,0.896115
2990,0.017605,0.852028
2991,0.015453,0.870119
2992,0.000000,1.000000
2993,0.014535,0.877832
2994,0.001862,0.984352
2995,0.013743,0.884489
2996,0.004911,0.958724
2997,0.010984,0.907677
2998,0.009743,0.918110
2999,0.002414,0.979710
3000,0.022786,0.808482
3001,0.013214,0.888935
3002,0.000000,1.000000
3003,0.031057,0.738966
3004,0.002668,0.977578
3005,0.017122,0.856088
3006,0.021557,0.818814
3007,0.000303,0.997453
3008,0.036722,0.691354
3009,0.022683,0.809347
3010,0.022950,0.807104
3011,0.029956,0.748217
3012,0.002125,0.982138
3013,0.004934,0.958530
3014,0.004837,0.959346
3015,0.008066,0.932203
3016,0.002018,0.983040
3017,0.013299,0.888223
3018,0.009533,0.919875
3019,0.011988,0.899237
3020,0.005448,0.954212
3021,0.024083,0.797582
3022,0.001552,0.986953
3023,0.034780,0.707673
3024,0.006736,0.943383
3025,0.014961,0.874255
3026,0.006002,0.949552
3027,0.030751,0.741541
3028,0.023614,0.801520
3029,0.003265,0.972561
3030,0.004976,0.958179
3031,0.027267,0.770823
3032,0.017303,0.854571
3033,0.028122,0.763636
3034,0.023136,0.805546
3035,0.002106,0.982295
3036,0.010655,0.910441
3037,0.000000,1.000000
3038,0.017308,0.854528
3039,0.010757,0.909584
3040,0.005371,0.954859
3041,0.000000,1.000000
3042,0.000564,0.995259
3043,0.019302,0.837764
3044,0.005429,0.954365
3045,0.017527,0.852683
3046,0.002880,0.975797
3047,0.017175,0.855646
3048,0.017434,0.853469
3049,0.009461,0.920482
3050,0.030796,0.741159
3051,0.004196,0.964735
3052,0.002269,0.980926
3053,0.002713,0.977199
3054,0.003802,0.968041
3055,0.009948,0.916391
3056,0.006713,0.943574
3057,0.002157,0.981871
3058,0.001652,0.986118
3059,0.005636,0.952634
3060,0.004837,0.959346
3061,0.046919,0.605644
3062,0.004202,0.964683
3063,0.032040,0.730707
3064,0.006291,0.947122
3065,0.000697,0.994138
3066,0.002772,0.976703
3067,0.008721,0.926697
3068,0.016186,0.863955
3069,0.000000,1.000000
3070,0.008389,0.929491
3071,0.014262,0.880131
3072,0.024177,0.796795
3073,0.004266,0.964141
3074,0.042134,0.645864
3075,0.003994,0.966433
3076,0.004394,0.963068
3077,0.000595,0.994997
3078,0.007370,0.938054
3079,0.011746,0.901274
3080,0.043085,0.637872
3081,0.015398,0.870583
3082,0.022392,0.811792
3083,0.014228,0.880414
3084,0.010991,0.907619
3085,0.020559,0.827198
3086,0.014398,0.878984
3087,0.016109,0.864602
3088,0.014802,0.875592
3089,0.004584,0.961473
3090,0.017784,0.850529
3091,0.002085,0.982476
3092,0.009627,0.919086
3093,0.013132,0.889622
3094,0.020348,0.828971
3095,0.014160,0.880987
3096,0.008270,0.930491
3097,0.017136,0.855968
3098,0.009646,0.918924
3099,0.005059,0.957483
3100,0.005997,0.949599
3101,0.009607,0.919251
3102,0.010376,0.912788
3103,0.007644,0.935748
3104,0.016568,0.860750
3105,0.006041,0.949225
3106,0.007420,0.937639
3107,0.011220,0.905695
3108,0.017443,0.853394
3109,0.004296,0.963895
3110,0.002773,0.976696
3111,0.001536,0.987086
3112,0.002963,0.975098
3113,0.000000,1.000000
3114,0.024796,0.791588
3115,0.000186,0.998438
3116,0.002008,0.983123
3117,0.004343,0.963499
3118,0.005395,0.954654
3119,0.006674,0.943901
3120,0.000000,1.000000
3121,0.010062,0.915428
3122,0.020188,0.830319
3123,0.010391,0.912662
3124,0.008149,0.931509
3125,0.004968,0.958242
3126,0.011414,0.904066
3127,0.001352,0.988639
3128,0.008184,0.931213
3129,0.010959,0.907886
3130,0.016131,0.864417
3131,0.012156,0.897826
3132,0.005264,0.955758
3133,0.004658,0.960850
3134,0.009983,0.916094
3135,0.000000,1.000000
3136,0.032441,0.727332
3137,0.012678,0.893441
3138,0.006907,0.941947
3139,0.017002,0.857099
3140,0.008170,0.931329
3141,0.005685,0.952221
3142,0.015169,0.872509
3143,0.010042,0.915595
3144,0.015132,0.872817
3145,0.010417,0.912442
3146,0.016786,0.858911
3147,0.006233,0.947610
3148,0.004250,0.964278
3149,0.002275,0.980879
3150,0.018125,0.847659
3151,0.013158,0.889404
3152,0.024397,0.794942
3153,0.021797,0.816792
3154,0.019423,0.836746
3155,0.013093,0.889955
3156,0.000578,0.995140
3157,0.000000,1.000000
3158,0.020277,0.829571
3159,0.010717,0.909922
3160,0.004495,0.962219
3161,0.003164,0.973410
3162,0.014563,0.877600
3163,0.013288,0.888315
3164,0.015083,0.873229
3165,0.031752,0.733126
3166,0.017378,0.853938
3167,0.009796,0.917663
3168,0.016295,0.863038
3169,0.006948,0.941602
3170,0.007879,0.933775
3171,0.004398,0.963037
3172,0.004627,0.961113
3173,0.003493,0.970645
3174,0.003493,0.970645
3175,0.005279,0.955628
3176,0.003384,0.971561
3177,0.011301,0.905014
3178,0.002203,0.981486
3179,0.003393,0.971483
3180,0.000516,0.995662
3181,0.017030,0.856863
3182,0.000432,0.996373
3183,0.007454,0.937351
3184,0.001827,0.984646
3185,0.008639,0.927393
3186,0.007033,0.940891
3187,0.018121,0.847692
3188,0.000000,1.000000
3189,0.000000,1.000000
3190,0.000000,1.000000
3191,0.003952,0.966785
3192,0.001930,0.983782
3193,0.034427,0.710644
3194,0.040776,0.657276
3195,0.009751,0.918040
3196,0.016697,0.859661
3197,0.007747,0.934887
3198,0.020157,0.830578
3199,0.011569,0.902762
3200,0.015663,0.868356
3201,0.031754,0.733108
3202,0.024326,0.795541
3203,0.029742,0.750022
3204,0.013657,0.885209
3205,0.031754,0.733108
3206,0.008958,0.924710
3207,0.005348,0.955048
3208,0.017435,0.853456
3209,0.014554,0.877672
3210,0.010007,0.915888
3211,0.016102,0.864664
3212,0.002002,0.983175
3213,0.039903,0.664612
3214,0.028195,0.763017
3215,0.014195,0.880688
3216,0.002084,0.982484
3217,0.003624,0.969536
3218,0.003206,0.973051
3219,0.000777,0.993473
3220,0.026930,0.773657
3221,0.014652,0.876851
3222,0.004860,0.959155
3223,0.024027,0.798054
3224,0.002902,0.975607
3225,0.005729,0.951847
3226,0.003565,0.970034
3227,0.006101,0.948721
3228,0.002144,0.981981
3229,0.000000,1.000000
3230,0.018384,0.845486
3231,0.022621,0.809872
3232,0.006017,0.949430
3233,0.002940,0.975289
3234,0.019428,0.836708
3235,0.016224,0.863638
3236,0.007902,0.933586
3237,0.010319,0.913271
3238,0.029435,0.752595
3239,0.022230,0.813158
3240,0.007538,0.936643
3241,0.002047,0.982793
3242,0.011561,0.902831
3243,0.009438,0.920673
3244,0.006525,0.945160
3245,0.002626,0.977926
3246,0.003488,0.970687
3247,0.001937,0.983723
3248,0.026574,0.776647
3249,0.006290,0.947137
3250,0.011523,0.903151
3251,0.000271,0.997722
3252,0.000290,0.997566
3253,0.000543,0.995440
3254,0.001756,0.985243
3255,0.007184,0.939615
3256,0.012759,0.892764
3257,0.015594,0.868936
3258,0.010614,0.910793
3259,0.008479,0.928737
3260,0.007916,0.933466
3261,0.006212,0.947789
3262,0.029893,0.748748
3263,0.000000,1.000000
3264,0.009908,0.916726
3265,0.003897,0.967246
3266,0.028704,0.758746
3267,0.022012,0.814988
3268,0.023682,0.800951
3269,0.003868,0.967487
3270,0.003019,0.974625
3271,0.022694,0.809257
3272,0.012348,0.896218
3273,0.016674,0.859857
3274,0.001925,0.983819
3275,0.020485,0.827827
3276,0.023046,0.806295
3277,0.004576,0.961537
3278,0.009151,0.923090
3279,0.000508,0.995733
3280,0.026906,0.773855
3281,0.002578,0.978328
3282,0.000000,1.000000
3283,0.003257,0.972625
3284,0.000508,0.995733
3285,0.027425,0.769489
3286,0.022196,0.813447
3287,0.016109,0.864602
3288,0.020024,0.831697
3289,0.015809,0.867125
3290,0.004535,0.961881
3291,0.002647,0.977749
3292,0.000000,1.000000
3293,0.005326,0.955239
3294,0.004740,0.960163
3295,0.001005,0.991549
