3.930216614448244218e+05 6.548631458806907758e+06 -4.959999999999990905e+01
3.930562865285343723e+05 6.548639374224030413e+06 -4.959999999999990905e+01
3.931255366959542152e+05 6.548655205058274791e+06 -7.469230769230762235e+01
3.931601617796641076e+05 6.548663120475397445e+06 -7.469230769230762235e+01
3.932640370307939011e+05 6.548686866726764478e+06 -7.469230769230762235e+01
3.932986621145037934e+05 6.548694782143886201e+06 -7.469230769230762235e+01
3.933332871982137440e+05 6.548702697561008856e+06 -7.469230769230762235e+01
3.933679122819236945e+05 6.548710612978130579e+06 -7.469230769230762235e+01
3.934025373656335869e+05 6.548718528395253234e+06 -7.469230769230762235e+01
3.934371624493434792e+05 6.548726443812375888e+06 -7.469230769230762235e+01
3.934717875330534298e+05 6.548734359229497612e+06 -7.469230769230762235e+01
3.935064126167633804e+05 6.548742274646620266e+06 -7.469230769230762235e+01
3.935410377004732727e+05 6.548750190063742921e+06 -7.469230769230762235e+01
3.937834132864427520e+05 6.548805597983598709e+06 -9.978461538461533564e+01
3.938180383701527026e+05 6.548813513400720432e+06 -9.978461538461533564e+01
3.938526634538625949e+05 6.548821428817842156e+06 -9.978461538461533564e+01
3.938872885375725455e+05 6.548829344234964810e+06 -9.978461538461533564e+01
3.939219136212824378e+05 6.548837259652087465e+06 -9.978461538461533564e+01
3.939565387049923884e+05 6.548845175069210120e+06 -9.978461538461533564e+01
3.939911637887022807e+05 6.548853090486331843e+06 -9.978461538461533564e+01
3.940257888724122313e+05 6.548861005903453566e+06 -9.978461538461533564e+01
3.940604139561221236e+05 6.548868921320576221e+06 -9.978461538461533564e+01
3.943027895420915447e+05 6.548924329240432940e+06 -1.248769230769230489e+02
3.943374146258015535e+05 6.548932244657554664e+06 -1.248769230769230489e+02
3.943720397095114458e+05 6.548940160074677318e+06 -1.248769230769230489e+02
3.944066647932213964e+05 6.548948075491799042e+06 -1.248769230769230489e+02
3.944412898769312887e+05 6.548955990908921696e+06 -1.248769230769230489e+02
3.944759149606412393e+05 6.548963906326044351e+06 -1.248769230769230489e+02
3.945105400443511317e+05 6.548971821743166074e+06 -1.248769230769230489e+02
3.945451651280610240e+05 6.548979737160288729e+06 -1.248769230769230489e+02
3.948221657977404539e+05 6.549043060497266240e+06 -1.248769230769230489e+02
3.948567908814504044e+05 6.549050975914388895e+06 -1.248769230769230489e+02
3.948914159651602968e+05 6.549058891331511550e+06 -1.248769230769230489e+02
3.948914159651602968e+05 6.549058891331511550e+06 -1.499692307692307622e+02
3.949260410488701891e+05 6.549066806748633273e+06 -1.499692307692307622e+02
3.949606661325801397e+05 6.549074722165754996e+06 -1.499692307692307622e+02
3.662373605774337775e+05 6.526901277090448886e+06 -1.053292307692307759e+03
3.662367269554098602e+05 6.526950833664419129e+06 -1.053292307692307759e+03
3.662360933333859430e+05 6.527000390238387510e+06 -1.053292307692307759e+03
3.662354597113620257e+05 6.527049946812357754e+06 -1.078384615384615472e+03
3.662348260893381084e+05 6.527099503386327066e+06 -1.078384615384615472e+03
3.662341924673141912e+05 6.527149059960296378e+06 -1.078384615384615472e+03
3.662335588452903321e+05 6.527198616534266621e+06 -1.078384615384615472e+03
3.662329252232664148e+05 6.527248173108236864e+06 -1.078384615384615472e+03
3.662322916012424976e+05 6.527297729682206176e+06 -1.078384615384615472e+03
3.662316579792186385e+05 6.527347286256175488e+06 -1.078384615384615472e+03
3.662310243571946630e+05 6.527396842830144800e+06 -1.078384615384615472e+03
3.662297571131468285e+05 6.527495955978084356e+06 -1.103476923076923185e+03
3.662291234911229694e+05 6.527545512552053668e+06 -1.103476923076923185e+03
3.662284898690990522e+05 6.527595069126022980e+06 -1.103476923076923185e+03
3.662278562470751349e+05 6.527644625699992292e+06 -1.103476923076923185e+03
3.662272226250512758e+05 6.527694182273961604e+06 -1.103476923076923185e+03
3.662265890030273004e+05 6.527743738847931847e+06 -1.103476923076923185e+03
3.662265890030273004e+05 6.527743738847931847e+06 -1.128569230769230671e+03
3.662259553810034413e+05 6.527793295421902090e+06 -1.128569230769230671e+03
3.662253217589795240e+05 6.527842851995870471e+06 -1.128569230769230671e+03
3.662246881369556068e+05 6.527892408569839783e+06 -1.128569230769230671e+03
3.662189855387404095e+05 6.528338417735566385e+06 -1.354400000000000091e+03
3.662183519167164923e+05 6.528387974309535697e+06 -1.354400000000000091e+03
3.662177182946925750e+05 6.528437530883505009e+06 -1.354400000000000091e+03
