1.155211864406779654e+02 -3.141459030891089199e+01
1.155932203389830448e+02 -3.140149225049504977e+01
1.155932203389830448e+02 -3.134910001683168446e+01
1.156949152542372872e+02 -3.132290390000000002e+01
1.156822033898305051e+02 -3.127487768580857974e+01
1.157584745762711833e+02 -3.125304758844884390e+01
1.157584745762711833e+02 -3.123121749108910805e+01
1.157881355932203320e+02 -3.121811943267326583e+01
1.157881355932203320e+02 -3.120938739372937221e+01
1.158516949152542423e+02 -3.119628933531352999e+01
1.158983050847457577e+02 -3.118755729636963636e+01
1.160084745762711833e+02 -3.115699516006600689e+01
